Price,Close,High,Low,Open,Volume
Ticker,ORWE.CA,ORWE.CA,ORWE.CA,ORWE.CA,ORWE.CA
Date,,,,,
2018-03-05,5.079770088195801,5.198501407373344,5.038053529875848,5.137531158838993,279790
2018-03-06,5.05088996887207,5.166412124922558,4.993128890846826,5.079770737406814,548844
2018-03-07,5.05088996887207,5.05088996887207,5.05088996887207,5.05088996887207,0
2018-03-08,5.156785011291504,5.246635568452156,5.115068451659102,5.24984428740008,450832
2018-03-11,5.172830104827881,5.262681131119519,5.1343227188647145,5.1567855901986865,414339
2018-03-12,5.233800411224365,5.307606005490695,5.137531945413334,5.172830153355251,2267233
2018-03-13,5.233800411224365,5.233800411224365,5.233800411224365,5.233800411224365,0
2018-03-14,5.150367736816406,5.237009585500525,5.073352964227969,5.156785634532109,829527
2018-03-15,5.079770088195801,5.1664114646384975,4.973874562494522,5.150366952315258,1515634
2018-03-18,5.002756118774414,5.086188330524931,4.957830834500305,5.079770891815744,726843
2018-03-19,4.938577651977539,4.996338737732069,4.893651904013044,5.002756636149239,702159
2018-03-20,4.954620838165283,5.002755292891941,4.8455161353240825,4.938576325952518,1077099
2018-03-21,4.8776068687438965,4.967457437028395,4.8390994823362545,4.954621641559181,457569
2018-03-22,4.823054313659668,4.893650720125325,4.781337754518115,4.8776062074860915,1878381
2018-03-25,4.807009220123291,4.877606549629436,4.778128911729164,4.823054651976429,237606
2018-03-26,4.810218811035156,4.877606968143951,4.7652935259773805,4.807009632580326,987232
2018-03-27,4.810218811035156,4.861562453002593,4.774920602297608,4.810218811035156,548692
2018-03-28,4.970666408538818,5.054099542365584,4.813428135586271,4.8038010589738445,914838
2018-03-29,5.041263103485107,5.118277870388035,4.9738749529229365,4.970665774779871,1324536
2018-04-01,5.185666084289551,5.294770807437032,5.070143922297912,5.041263611322136,2998981
2018-04-02,5.246636390686035,5.301188752747779,5.163203717390163,5.185666130678454,1506259
2018-04-03,5.220964431762695,5.275516789988298,5.15678545681742,5.246636021740805,1529292
