Date,Close,High,Low,Open,Volume,return_1d,return_5d,return_10d,ma_10,ma_50,ma_ratio_10,ma_ratio_50,rsi,macd,macd_signal,macd_hist,volatility_10,volatility_20,volume_avg_10,volume_ratio,target
2018-03-11,5.172830104827881,5.262681131119519,5.1343227188647145,5.1567855901986865,414339,0.0031113601169090455,0.006870682097996239,0.07323562871162093,5.107367706298828,5.174242258071899,1.0128172480020028,0.9997270801841921,58.75488068661785,0.00218415267193528,-0.0259901889685106,0.02817434164044588,0.01641317242230835,0.015424013864854563,742887.3,0.5577413963060076,1
2018-03-12,5.233800411224365,5.307606005490695,5.137531945413334,5.172830153355251,2267233,0.011786643899164506,0.0303221086314045,0.04887458418226509,5.131755733489991,5.1724452304840085,1.0198849444583709,1.011861929514257,61.59423059839505,0.014020955719297845,-0.017987960030948914,0.03200891575024676,0.013341991335124401,0.015179097666392246,743148.3,3.05084866641019,0
2018-03-13,5.233800411224365,5.233800411224365,5.233800411224365,5.233800411224365,0,0.0,0.036213507615399765,0.015566578835315203,5.139778089523316,5.1706482028961185,1.0182930702577802,1.0122135960231977,74.23580162637921,0.023135021289518498,-0.009763363766855434,0.032898385056373936,0.009054015685750025,0.01498619874730796,523094.9,0.0,0
2018-03-14,5.150367259979248,5.237009100641793,5.073352494521079,5.156785157100762,829527,-0.015941217602831625,0.019695002607509338,0.0,5.139778089523316,5.168209390640259,1.0020602388413455,0.9965477152119023,73.91302100629142,0.023356387989773353,-0.0031394134155296764,0.02649580140530303,0.010627683540696426,0.015550039790000521,526482.4,1.5756025272639693,0
2018-03-15,5.079771041870117,5.166412434578836,4.9738754962880485,5.150367919243406,1515634,-0.0137070260324339,-0.014934584041907173,-0.010006294184398468,5.1346437454223635,5.163010892868042,0.9893132403584638,0.9838776534225585,66.53064566508871,0.017632046632381382,0.0010148785940525353,0.016617168038328845,0.01145770015154168,0.015931792744323683,641410.4,2.362970728257602,0
2018-03-18,5.002756118774414,5.086188330524931,4.957830834500305,5.079770891815744,726843,-0.015161101250608766,-0.03287832436150073,-0.02623353877810708,5.121166181564331,5.156272096633911,0.9768783010369433,0.9702273318819395,50.925939302630354,0.00680258820932611,0.0021724205171072507,0.00463016769221886,0.012255664480723873,0.016137136416736426,703304.2,1.033468874492716,0
2018-03-19,4.938577175140381,4.996338255317874,4.893651431513626,5.002756153115373,702159,-0.012828717233123066,-0.056407048967868745,-0.027795321002844986,5.107046794891358,5.147928848266601,0.9670123211090411,0.9593328347580575,31.891870183174888,-0.006879240397312358,0.0003620883342233289,-0.007241328731535687,0.012389634327836586,0.016383745113602185,745541.1,0.9418112562808408,1
2018-03-20,4.954621315002441,5.002755774361603,4.845516601660907,4.938576801245538,1077099,0.0032487372968115213,-0.05334156335484219,-0.01905974085021045,5.097419929504395,5.136248254776001,0.9719860995411777,0.9646382085202615,33.862383943404396,-0.016240351477364356,-0.002958399628094208,-0.013281951849270147,0.012475937657733381,0.016407913948953592,798366.6,1.3491283327734402,0
2018-03-21,4.8776068687438965,4.967457437028395,4.8390994823362545,4.954621641559181,457569,-0.015543962164242031,-0.05295940609028538,-0.03430743912381651,5.0800916194915775,5.12065276145935,0.9601415159579453,0.9525361503625589,30.917793940716535,-0.02953308263504173,-0.008273336229483712,-0.021259746405558017,0.013168574563873103,0.015328717323466322,844123.5,0.5420640463154976,0
2018-03-22,4.823054790496826,4.893651203942083,4.781338227230915,4.87760668971659,1878381,-0.01118418923768627,-0.050536972878758135,-0.06471680825198389,5.046718549728394,5.104094581604004,0.9556813487759082,0.9449383653429755,27.92791345544994,-0.043962788984725165,-0.015411226780532004,-0.02855156220419316,0.010131352806546213,0.015072529902113998,986878.4,1.9033560771012923,0
2018-03-25,4.807009220123291,4.877606549629436,4.778128911729164,4.823054651976429,237606,-0.0033268480393693345,-0.039127811551021074,-0.07071967903279164,5.010136461257934,5.088434886932373,0.959456744800192,0.9446930789009775,29.665005094209093,-0.05604710254792433,-0.02353840193401047,-0.032508700613913866,0.009636586196338535,0.015058420076422866,969205.1,0.2451555403495091,1
2018-03-26,4.810218334197998,4.877606484626603,4.765293053593668,4.8070091560612935,987232,0.0006675905802870918,-0.025991057017092034,-0.080932027159071,4.967778253555298,5.073031902313232,0.9682836247281089,0.9481939847460066,31.343255996883173,-0.06462015846130331,-0.03175475323946904,-0.032865405221834273,0.007625648135529717,0.012569619229326763,841205.0,1.1735926438858542,0
2018-03-27,4.810218334197998,4.861561971075737,4.774920128959563,4.810218334197998,548692,0.0,-0.029145109509619904,-0.080932027159071,4.925420045852661,5.058848333358765,0.9766107843428163,0.9508524504438559,31.343255996883173,-0.07060052809758233,-0.039523908211091696,-0.03107661988649063,0.007625648135529717,0.009616753975389804,896074.2,0.6123287558106237,1
2018-03-28,4.970665454864502,5.054098572683748,4.813427212079761,4.80380013731439,914838,0.0333554756809713,0.01907873853404074,-0.034891066217959454,4.907449865341187,5.049028921127319,1.0128815558503765,0.9844794974465465,36.697172038847654,-0.06168223795206895,-0.04395557415928715,-0.017726663792781802,0.014775304910158372,0.012654350136305724,904605.3,1.0113117842665746,1
2018-03-29,5.041264057159424,5.118278838631518,4.973875893849187,4.97066671509903,1324536,0.014203048452160694,0.04524295827875502,-0.007580456755491238,4.9035991668701175,5.040878190994262,1.0280742543598187,1.0000765474091105,41.276671354282584,-0.048360244772347016,-0.044836508281899126,-0.00352373649044789,0.015250506777576544,0.013129175861472827,885495.5,1.4958133609939295,1
2018-04-01,5.185665607452393,5.294770320567375,5.070143456083355,5.041263147763207,2998981,0.028643917211179426,0.07877172062494808,0.03656174403376444,4.921890115737915,5.035615491867065,1.0535923162670875,1.029797770665308,47.12640340689121,-0.02585245983868223,-0.04103969859325575,0.01518723875457352,0.01683081877661175,0.01469055861497243,1112709.3,2.6952061962634803,1
2018-04-02,5.246636867523193,5.3011892345428935,5.163204186644597,5.18566660197437,1506259,0.011757653633349907,0.09072738553726345,0.06237822786966074,4.952696084976196,5.035615491867065,1.059349650675852,1.0419057761651869,50.71432134695745,-0.0030597362543662854,-0.033443706125477854,0.03038396987111157,0.01591508946414539,0.01461739283405701,1193119.3,1.26245464305204,0
2018-04-03,5.220964431762695,5.275516789988298,5.15678545681742,5.246636021740805,1529292,-0.004893122281706019,0.08539032306382421,0.053756503237447184,4.979330396652221,5.035615491867065,1.048527415508104,1.0368076037963947,54.19848194136367,0.012784735909194822,-0.02419801771854332,0.036982753627738146,0.016285775277289843,0.014597329961351204,1238338.6,1.2349546400314098,0
2018-04-04,5.105442047119141,5.230591283405412,4.8166366468941995,5.220964666253376,1620988,-0.022126636975489222,0.02711439614644373,0.04671044315507067,5.002113914489746,5.0352945804595945,1.0206568931447326,1.0139311544813616,51.44923790910902,0.01583734027193806,-0.016190946120447046,0.03202828639238511,0.017324835908484118,0.01554526725282912,1354680.5,1.1965832533944352,0
2018-04-05,5.03484582901001,5.182457483832237,4.94178607796951,5.105442248358972,1805496,-0.013827640673928832,-0.0012731386566230407,0.04391221906300724,5.0232930183410645,5.033561744689941,1.002299848053212,1.0002551045135033,51.82482622704019,0.012416892213850339,-0.010469378453587568,0.022886270667437907,0.017612078857808206,0.015092506559267986,1347392.0,1.3399931126205291,0
2018-04-08,5.03484582901001,5.03484582901001,5.03484582901001,5.03484582901001,0,0.0,-0.029083976842941395,0.04739674888347212,5.046076679229737,5.030096092224121,0.9977743401589686,1.0009442636281305,55.905509507785474,0.009595550946530196,-0.006456392573564016,0.01605194352009421,0.017479878016488693,0.015062946072925328,1323631.4,0.0,0
2018-04-09,5.03484582901001,5.03484582901001,5.03484582901001,5.03484582901001,0,0.0,-0.04036700916432301,0.04669798316950269,5.068539428710937,5.028042373657226,0.9933524045388561,1.0013531022308857,55.02011411425389,0.007275747378725939,-0.0037099645831060253,0.010985711961831963,0.017498585682729155,0.014753699306140669,1224908.2,0.0,1
2018-04-10,5.278726100921631,5.41029324382932,5.0573083830189365,5.03484596879233,3282411,0.04843847859380723,0.011063409818985237,0.09739844102143991,5.115390205383301,5.0310587978363035,1.0319302905507461,1.0492276701659382,70.76408745517449,0.02483015946665823,0.0019980602268468263,0.022832099239811405,0.022138575286878584,0.0185562135206134,1498280.1,2.190785955176205,1
2018-04-11,5.435964107513428,5.503352259242487,5.310814879606987,5.278725392841775,2449482,0.02978711219063701,0.0647391660396559,0.09360892558028922,5.161920070648193,5.038888635635376,1.053089554490297,1.0788021924259064,78.67861382073914,0.05084385425550586,0.011767219032578633,0.03907663522292723,0.02173745328649838,0.019217701850105864,1651744.5,1.4829666452650516,0
